id,name,income,loanAmount,creditScore,monthsEmployed,numCreditLines,totalCreditLimit,totalBalance,pastDuePayments,educationLevel,employmentStatus,maritalStatus,gender,age_group,ethnicity,riskProbability,decision
LP-74702,User 64702,30851.551042853567,16223.088930980935,785,86,1,44214.07965624408,12386.922578998046,3,High School,Employed,Single,Female,18-25,Group B,0.021164720528402077,Reject
LP-74703,User 64703,43857.40582612858,1000.0,738,259,4,13972.539240575683,18555.765058260124,4,Master,Unemployed,Divorced,Female,60+,Group C,0.26316357587807765,Reject
LP-74704,User 64704,50320.849719169084,5501.04929007536,846,343,5,37047.622479875565,14368.82948694433,9,Master,Self-Employed,Divorced,Male,18-25,Group B,0.26340441697277367,Reject
LP-74705,User 64705,52503.54486519769,14947.207469780897,765,397,5,26238.412757517293,9489.75318865752,2,Bachelor,Self-Employed,Single,Female,41-60,Group D,0.2146800217604444,Reject
LP-74706,User 64706,23300.091950895774,18690.01775153512,604,79,14,1943.3936459626239,2789.4667318633346,0,Master,Self-Employed,Married,Female,41-60,Group A,0.009757697724781222,Reject
LP-74707,User 64707,43175.77656040293,16137.574833306666,788,438,9,55058.493554476096,10635.467291097551,5,High School,Self-Employed,Married,Male,26-40,Group B,0.27240610965028095,Reject
LP-74708,User 64708,61854.399545517685,1000.0,805,260,7,36869.12026200414,13546.761903658225,4,High School,Unemployed,Divorced,Male,41-60,Group A,0.5059131640728997,Approve
LP-74709,User 64709,38122.61880745174,24751.997725833193,502,400,11,30824.039199386083,439.16392295417245,3,Bachelor,Unemployed,Married,Male,26-40,Group D,0.03575476399875741,Reject
LP-74710,User 64710,57113.125811811246,21984.42166336258,459,301,12,19242.987833388717,20493.282044188993,7,Master,Unemployed,Married,Other,41-60,Group A,0.0640233825482544,Reject
LP-74711,User 64711,50292.18329635933,3117.5363997506593,698,428,5,40020.980133425364,4996.55945127718,6,Master,Employed,Divorced,Female,26-40,Group D,0.28780128333157945,Reject
LP-74712,User 64712,40801.921642754576,15806.52368431848,713,469,9,7905.276913598307,9798.860369600194,8,Bachelor,Employed,Divorced,Female,26-40,Group B,0.1370289248820082,Reject
LP-74713,User 64713,75234.1464654701,6581.378725230174,778,43,11,35863.083809615164,3998.5192051216745,5,PhD,Unemployed,Divorced,Female,26-40,Group D,0.24808231032141714,Reject
LP-74714,User 64714,43946.47939193505,1000.0,690,106,14,7190.095255322933,8190.109515059847,2,PhD,Self-Employed,Single,Other,26-40,Group C,0.2548301480494659,Reject
LP-74715,User 64715,45792.03279558188,16603.889830540982,538,310,6,32070.075426495234,1163.7363594841609,3,Master,Self-Employed,Divorced,Female,41-60,Group D,0.05413198390608322,Reject
LP-74716,User 64716,40304.53639861253,31101.056052689473,425,207,12,13268.887398528055,10324.262761020558,2,PhD,Employed,Divorced,Female,26-40,Group B,0.007391173998388617,Reject
LP-74717,User 64717,79609.53467921012,9767.368689582963,825,292,4,33344.193349529945,14581.212366352142,7,Master,Employed,Divorced,Female,26-40,Group A,0.3960210138400781,Reject
LP-74718,User 64718,77814.7023108562,22838.783976722167,619,437,7,30254.54993013491,12137.357332785343,2,PhD,Unemployed,Single,Other,18-25,Group A,0.10684583149371914,Reject
LP-74719,User 64719,72935.44909936504,21463.948534164603,827,178,9,41309.43326335643,5515.542303324218,6,Master,Self-Employed,Divorced,Female,26-40,Group B,0.2235603835398354,Reject
LP-74720,User 64720,67389.47515005546,22683.30320764827,824,82,11,39993.992517742125,1877.0671458048773,7,High School,Self-Employed,Married,Female,26-40,Group B,0.1607516331242915,Reject
LP-74721,User 64721,32316.074542792066,9188.625009368905,750,454,5,1000.0,5676.980175012799,1,Master,Unemployed,Divorced,Male,26-40,Group A,0.27091797174380877,Reject
LP-74722,User 64722,41003.925189853115,21107.908460409446,315,157,7,9392.329564381005,11481.5519669175,2,Master,Unemployed,Single,Male,26-40,Group A,0.014163114702240883,Reject
LP-74723,User 64723,34586.523360739746,15097.327068438308,572,277,4,30503.235287952506,6394.597161703305,3,Master,Employed,Single,Female,60+,Group A,0.042061911385919394,Reject
LP-74724,User 64724,70606.56943247527,17591.224258123908,477,356,9,15783.28819405162,3779.704445065876,8,Bachelor,Self-Employed,Divorced,Female,41-60,Group D,0.08212780598141266,Reject
LP-74725,User 64725,96711.7274257429,1000.0,761,113,6,28110.70832845761,15263.853933889934,0,High School,Unemployed,Single,Female,26-40,Group B,0.36496326184550526,Reject
LP-74726,User 64726,63585.221845457476,8400.459471431452,727,144,9,21927.899205533213,7734.160184483072,5,Bachelor,Self-Employed,Married,Male,18-25,Group C,0.1287405073989875,Reject
LP-74727,User 64727,83520.1885283133,16373.544987687206,320,21,12,39490.149533134994,7098.540544787293,3,High School,Unemployed,Married,Female,26-40,Group C,0.028298103864934865,Reject
LP-74728,User 64728,59147.29483854672,16985.73044167398,824,100,13,33279.867744984826,1207.1659584895642,1,High School,Self-Employed,Single,Male,18-25,Group B,0.11246734037378002,Reject
LP-74729,User 64729,56335.47195495406,1000.0,779,236,10,55836.280767958786,11288.707555400042,0,Master,Employed,Divorced,Male,26-40,Group C,0.44530036596438455,Approve
LP-74730,User 64730,38397.88584379936,40758.15458865439,452,155,9,14250.844039309268,15955.1389442561,1,Bachelor,Employed,Married,Male,41-60,Group D,0.005098709652952948,Reject
LP-74731,User 64731,62260.542013952334,16217.28379098318,710,223,14,39897.8952130282,2902.251350377677,7,High School,Unemployed,Single,Female,26-40,Group C,0.1507747831032537,Reject
LP-74732,User 64732,68259.53927464361,14493.053500449663,622,61,2,29096.223796729086,23262.181109152105,8,PhD,Self-Employed,Married,Female,26-40,Group C,0.09417327148335301,Reject
LP-74733,User 64733,71074.32781097652,14416.662315634616,346,103,13,29913.75483469754,8511.709939418963,6,PhD,Self-Employed,Married,Female,26-40,Group C,0.031897598446392825,Reject
LP-74734,User 64734,52068.53720459092,10159.611823667454,417,296,12,11048.213715870821,3882.4196637972627,9,Master,Employed,Married,Other,41-60,Group B,0.08459295161221579,Reject
LP-74735,User 64735,53958.10157423339,10054.336192920066,303,212,7,9002.00351160582,25121.903899431534,4,PhD,Self-Employed,Single,Female,41-60,Group A,0.028086938074928423,Reject
LP-74736,User 64736,48779.98993727214,1367.3602909184629,330,77,10,49466.3714832054,3279.342084126779,7,Master,Unemployed,Married,Male,41-60,Group B,0.0581195755005599,Reject
LP-74737,User 64737,38707.80047907705,23151.869152108815,849,21,14,23537.69643683586,4972.313469402313,3,PhD,Unemployed,Divorced,Other,41-60,Group D,0.09188617549161912,Reject
LP-74738,User 64738,67624.74898976697,11960.397335829051,820,285,12,44466.478031247956,0.0,0,High School,Self-Employed,Single,Female,60+,Group C,0.31723192738612493,Reject
LP-74739,User 64739,15000.0,26828.007668219896,753,477,6,50299.46663555172,22189.708424390912,1,Bachelor,Self-Employed,Divorced,Male,41-60,Group C,0.0035110527669985872,Reject
LP-74740,User 64740,16552.388730620107,4359.276722906772,346,132,11,27067.316336816348,15320.085207828039,7,PhD,Self-Employed,Single,Male,26-40,Group C,0.024405864028185027,Reject
LP-74741,User 64741,39060.622758412675,30625.64996391449,428,24,7,9216.987886965515,874.6126240445028,9,High School,Self-Employed,Divorced,Male,41-60,Group C,0.00800765178672803,Reject
LP-74742,User 64742,24528.110505027737,10923.806392197237,602,97,14,40591.64960457399,18261.86318391899,2,Bachelor,Employed,Divorced,Male,18-25,Group C,0.017868003079553094,Reject
LP-74743,User 64743,71719.94592752804,25018.118260681345,833,280,13,20578.36731014524,18524.40240567724,7,Bachelor,Employed,Divorced,Male,26-40,Group D,0.33569923367371385,Reject
LP-74744,User 64744,41145.5254225402,10641.08141963384,593,296,3,20707.500539574903,11317.429095000898,2,High School,Unemployed,Married,Female,26-40,Group C,0.0851098940960513,Reject
LP-74745,User 64745,67541.11534892424,2149.6919932550627,754,154,2,29157.63430618592,12692.241662990904,5,Bachelor,Unemployed,Married,Male,26-40,Group A,0.3974930636160984,Reject
LP-74746,User 64746,76095.13961788687,12888.535844388418,795,225,14,38261.68071170502,11354.577701361994,8,Master,Self-Employed,Married,Female,26-40,Group D,0.292131610965781,Reject
LP-74747,User 64747,51227.37153947083,10058.09860754061,438,272,3,49995.16461371134,22002.586976143746,0,PhD,Self-Employed,Single,Female,26-40,Group B,0.054864840619019244,Reject
LP-74748,User 64748,56541.651777889085,22998.49924578634,816,60,12,19228.154514278314,12834.161099717778,3,PhD,Self-Employed,Single,Female,26-40,Group B,0.11137624532961887,Reject
LP-74749,User 64749,74534.50812205987,19448.65946671363,558,34,8,39485.14768231802,0.0,7,Bachelor,Self-Employed,Divorced,Other,26-40,Group B,0.10050056107986109,Reject
LP-74750,User 64750,69984.88205526542,17322.040137089123,384,77,9,32985.05579335291,17901.15205525946,1,High School,Unemployed,Single,Female,41-60,Group C,0.03121211279144977,Reject
LP-74751,User 64751,15000.0,33407.020796914236,461,301,6,31817.469091175142,15790.757728023837,4,Bachelor,Self-Employed,Married,Male,26-40,Group D,0.0003275622260120562,Reject
LP-74752,User 64752,41755.16254182377,12343.967337696751,784,334,12,33996.66989060666,0.0,2,PhD,Unemployed,Married,Female,60+,Group B,0.1823397876799382,Reject
LP-74753,User 64753,60252.103430628675,7953.095351760251,523,134,9,12640.015611538787,17875.642447877213,2,High School,Self-Employed,Married,Female,41-60,Group A,0.08071865203323848,Reject
LP-74754,User 64754,54313.629191348904,1000.0,462,73,7,28317.51129159288,21625.365218387735,2,High School,Self-Employed,Single,Female,60+,Group D,0.07061567376319901,Reject
LP-74755,User 64755,30148.54162451299,3346.7134759836154,328,4,12,40785.64602066365,7006.92997288776,5,High School,Self-Employed,Single,Male,41-60,Group A,0.031695337615324316,Reject
LP-74756,User 64756,15849.08858724052,11298.916660904568,486,409,13,15475.977453003838,19072.889938148546,3,Bachelor,Employed,Married,Male,26-40,Group D,0.021681244283255578,Reject
LP-74757,User 64757,62224.381546709585,17100.104650591125,573,227,5,43807.634486661285,5999.774007657757,1,PhD,Unemployed,Married,Male,26-40,Group C,0.12916510997056496,Reject
LP-74758,User 64758,33132.047813363526,19398.821182005096,625,462,10,4241.582918919357,29093.665898261086,3,PhD,Unemployed,Divorced,Female,26-40,Group B,0.04948945655298671,Reject
LP-74759,User 64759,47313.27229009623,12294.882049025913,622,385,1,65785.26933370618,4361.396780661664,9,Bachelor,Unemployed,Single,Male,41-60,Group C,0.1850226501950509,Reject
LP-74760,User 64760,52894.648978484496,27575.246650084904,666,179,5,25456.117010967577,8387.298855276367,9,Bachelor,Self-Employed,Married,Female,41-60,Group B,0.05106690259774664,Reject
LP-74761,User 64761,46744.69775770842,8215.72803524445,666,82,8,10783.91937894265,9198.328884902054,5,High School,Employed,Single,Male,26-40,Group D,0.15957617250160167,Reject
LP-74762,User 64762,31364.950472063905,21964.513068382978,300,413,14,25922.69895226544,11992.33483815402,7,PhD,Self-Employed,Single,Male,41-60,Group B,0.011517485196351736,Reject
LP-74763,User 64763,48345.6624485269,1000.0,670,318,13,1000.0,10728.250230063431,8,Bachelor,Employed,Divorced,Female,60+,Group C,0.23749472553558562,Reject
LP-74764,User 64764,39110.83800632213,11401.879529507216,449,214,9,41790.582105606605,3973.238125718576,0,Master,Employed,Married,Female,41-60,Group A,0.03401070160240084,Reject
LP-74765,User 64765,83115.75771408094,18506.51404735212,838,5,9,34693.31807373128,3135.254542741717,4,High School,Employed,Married,Female,26-40,Group B,0.22852769539469117,Reject
LP-74766,User 64766,54267.29895705985,38457.3758867286,467,420,3,51099.397496311474,19644.022824818843,7,Bachelor,Self-Employed,Single,Female,41-60,Group A,0.01979868231527881,Reject
LP-74767,User 64767,101328.76855935535,23465.134976813795,464,432,8,24613.485503660293,8613.171746969972,7,High School,Employed,Single,Female,41-60,Group A,0.13064723515613663,Reject
LP-74768,User 64768,23631.79857708787,1000.0,741,240,8,14450.40322692629,6914.836034584824,3,PhD,Unemployed,Divorced,Female,41-60,Group C,0.20484113640545215,Reject
LP-74769,User 64769,43982.34220028408,23782.10197525798,766,31,2,28651.70650741657,16743.768837024752,1,PhD,Employed,Married,Male,18-25,Group C,0.03152076140948105,Reject
LP-74770,User 64770,43913.50674921121,22090.551289790514,313,115,7,54975.83490702455,13210.396562934924,4,Bachelor,Self-Employed,Divorced,Female,26-40,Group A,0.00841195394120106,Reject
LP-74771,User 64771,34462.860344425084,23917.901632602196,455,358,12,1784.7948044134828,3425.0465412547537,9,High School,Self-Employed,Married,Male,41-60,Group B,0.022280852829250228,Reject
LP-74772,User 64772,42975.14744749222,26532.1459031386,611,437,2,17003.10344529841,10843.028033451748,3,High School,Unemployed,Married,Other,41-60,Group B,0.07237692999033057,Reject
LP-74773,User 64773,40400.62722477992,14121.530447859117,429,57,4,44349.96493238878,11149.499354755326,2,PhD,Unemployed,Married,Male,26-40,Group A,0.031485657641237536,Reject
LP-74774,User 64774,30425.906782912374,14839.094829905935,837,50,9,18569.373298028753,23988.223218310828,3,Master,Unemployed,Single,Female,26-40,Group A,0.07208886331184254,Reject
LP-74775,User 64775,85892.6848533607,1000.0,850,247,1,37341.18222617029,17453.198351709376,7,Bachelor,Self-Employed,Single,Female,41-60,Group A,0.502592038426321,Approve
LP-74776,User 64776,48331.20956598872,20329.1937801779,374,388,12,48960.63970615201,6480.970245517563,0,Bachelor,Unemployed,Married,Male,26-40,Group C,0.04255138594938236,Reject
LP-74777,User 64777,68539.49073589718,9589.72256617443,355,20,4,20648.393747872804,10804.037916144476,0,Bachelor,Employed,Married,Male,41-60,Group B,0.05289921205850582,Reject
LP-74778,User 64778,69804.71202784956,7393.235480271559,721,9,6,73252.844584468,10175.423960331413,0,High School,Unemployed,Single,Female,26-40,Group A,0.1724457932570708,Reject
LP-74779,User 64779,78562.22884247317,5242.680072966805,314,286,3,41176.528989045284,0.0,9,Master,Employed,Single,Female,41-60,Group B,0.06392582102016314,Reject
LP-74780,User 64780,30353.762543583074,1000.0,700,423,5,47607.83914461644,27709.647819617963,9,Bachelor,Unemployed,Married,Male,60+,Group B,0.3637275538283932,Reject
LP-74781,User 64781,75327.54738779055,12911.570375819343,811,135,12,30723.108123766102,8172.913541729084,9,PhD,Employed,Married,Male,26-40,Group B,0.37459220719260655,Reject
LP-74782,User 64782,48519.40966096231,30875.04953122499,831,42,5,37707.243911106685,12117.877528772697,3,High School,Employed,Married,Female,60+,Group D,0.055792224274633796,Reject
LP-74783,User 64783,90713.72857042943,13648.197363669495,743,185,6,32441.21710601387,10520.487223677957,9,Master,Self-Employed,Single,Male,26-40,Group C,0.38203762328216667,Reject
LP-74784,User 64784,60496.70280556329,8379.522250479364,302,144,4,25089.555943677755,8476.797426490368,3,Master,Unemployed,Single,Male,60+,Group B,0.04887408116519098,Reject
LP-74785,User 64785,26944.28527346111,15240.251395419253,493,141,2,10160.73217460416,11738.515376856905,4,PhD,Unemployed,Divorced,Female,26-40,Group D,0.013928643293343475,Reject
LP-74786,User 64786,75157.03094293567,15806.839183734764,585,152,7,44928.02608124693,12611.177022259712,1,PhD,Employed,Married,Female,26-40,Group C,0.10345049723204734,Reject
LP-74787,User 64787,73185.16261585231,22256.163745051912,666,106,1,16639.263245294613,8264.51856979713,8,High School,Self-Employed,Single,Female,41-60,Group C,0.10163852711019598,Reject
LP-74788,User 64788,24164.784314514054,12035.549819567586,757,143,14,26496.636635505787,13287.357289989293,1,High School,Unemployed,Single,Male,18-25,Group B,0.03409424661653391,Reject
LP-74789,User 64789,64897.961415775986,3657.238840108659,694,8,12,32266.482213882813,11767.60874027094,8,Master,Employed,Divorced,Male,26-40,Group D,0.24829311975845514,Reject
LP-74790,User 64790,82070.38860416166,11320.428541279338,690,211,9,41502.52636883748,972.897108257037,2,Bachelor,Self-Employed,Divorced,Male,41-60,Group B,0.3224970345235322,Reject
LP-74791,User 64791,59577.287569102264,19190.216474318953,359,457,7,21209.325943413194,7657.339960731319,1,PhD,Self-Employed,Married,Male,26-40,Group A,0.0685042276524908,Reject
LP-74792,User 64792,30523.895935169112,3431.339176157506,832,316,1,18313.80783983782,0.0,8,High School,Unemployed,Divorced,Female,41-60,Group D,0.2895994206673297,Reject
LP-74793,User 64793,70205.93167858676,6057.567939652436,814,65,9,28865.025573830877,4250.730381801124,5,Bachelor,Unemployed,Married,Male,18-25,Group B,0.18994424901921222,Reject
LP-74794,User 64794,63309.850054277,31542.60875462472,674,352,1,33655.723617631345,12308.095263139541,3,High School,Employed,Single,Male,41-60,Group B,0.1382547682589082,Reject
LP-74795,User 64795,45385.05970064586,15983.552704573214,632,212,2,29884.703762504963,18720.441456326305,1,PhD,Self-Employed,Single,Female,26-40,Group D,0.06938825450759491,Reject
LP-74796,User 64796,40795.15918802738,23453.276244901816,438,31,9,63024.79134974367,0.0,7,PhD,Self-Employed,Single,Female,26-40,Group C,0.009859528022627769,Reject
LP-74797,User 64797,63216.20603718749,1000.0,782,97,7,14658.356240642806,10122.28986249175,7,Master,Unemployed,Married,Female,41-60,Group C,0.2876595325208285,Reject
LP-74798,User 64798,31786.024592335347,18714.118913089198,388,381,7,39110.143503923566,8050.649443167679,6,PhD,Employed,Divorced,Female,26-40,Group D,0.013854490700015772,Reject
LP-74799,User 64799,54036.68904282434,7311.037939977123,715,364,12,34663.950967519704,2379.3977260791653,2,High School,Employed,Divorced,Female,18-25,Group A,0.10579672937800126,Reject
LP-74800,User 64800,73973.15035015738,11678.752258301289,760,389,6,12035.125018130268,14969.308903700708,8,PhD,Self-Employed,Single,Female,41-60,Group C,0.33201851499730944,Reject
LP-74801,User 64801,80397.12554770219,5327.528710182423,402,387,10,34272.58586430336,20226.864956147703,8,High School,Self-Employed,Divorced,Male,41-60,Group A,0.17711528267990614,Reject
LP-74802,User 64802,39493.546777118434,9290.19804099451,815,276,14,34827.6115024939,18714.238792903474,5,High School,Unemployed,Single,Male,41-60,Group A,0.3054488926295998,Reject
LP-74803,User 64803,18265.30828508472,18385.386422155123,495,209,13,33330.82473872653,1214.7154375544978,7,Master,Unemployed,Divorced,Female,41-60,Group B,0.003927917664217924,Reject
LP-74804,User 64804,35855.200920355535,28293.284437678045,814,261,13,33627.609484369736,6923.911194571285,7,High School,Employed,Divorced,Female,41-60,Group A,0.044672556729977296,Reject
LP-74805,User 64805,66327.84313844696,19120.784632834602,466,178,12,25674.322636402492,9279.771079076716,4,Master,Self-Employed,Married,Female,41-60,Group A,0.047195011474755987,Reject
LP-74806,User 64806,35184.20732674297,20458.905728639595,521,369,1,17483.35158137318,0.0,8,Master,Unemployed,Divorced,Female,41-60,Group D,0.02655264971615578,Reject
LP-74807,User 64807,71654.42221361524,10021.807981991253,338,53,9,1000.0,26174.964773976142,7,Bachelor,Employed,Married,Male,18-25,Group D,0.020658950911936685,Reject
LP-74808,User 64808,35141.633945793765,7925.60606793926,382,254,7,40901.72214866892,7510.366366245136,0,Bachelor,Unemployed,Married,Female,26-40,Group D,0.03142913427373065,Reject
LP-74809,User 64809,38853.0027129567,30818.623277586055,377,160,6,33318.06572318989,8432.348623696267,8,Master,Unemployed,Single,Female,18-25,Group A,0.00182209327067853,Reject
LP-74810,User 64810,46542.53279603557,19123.714610050833,695,109,12,59942.654597280896,23482.501449274278,4,High School,Unemployed,Divorced,Female,26-40,Group C,0.0643756513170139,Reject
LP-74811,User 64811,68891.65360675793,21748.725508574105,615,143,13,13743.032048592471,11545.024875150499,8,Bachelor,Self-Employed,Single,Female,41-60,Group C,0.08103627532864884,Reject
LP-74812,User 64812,18327.705427202367,23819.1916372263,805,371,11,54634.66419116253,22751.621059234476,1,Master,Employed,Married,Male,41-60,Group B,0.016019515843183126,Reject
LP-74813,User 64813,55599.65077457385,21371.44331823662,504,80,6,26070.183996415504,2388.5511206756855,9,High School,Self-Employed,Married,Female,18-25,Group B,0.011572136380421455,Reject
LP-74814,User 64814,55241.51933626915,13935.562142263947,843,340,9,40905.65426025241,1944.9597877127508,5,Master,Self-Employed,Single,Male,41-60,Group B,0.3968738554591872,Reject
LP-74815,User 64815,30171.663469615494,13211.55238604093,658,457,2,52383.75730269462,25885.61748754543,7,Bachelor,Self-Employed,Married,Male,18-25,Group A,0.05200425043558726,Reject
LP-74816,User 64816,57121.2411994413,6006.642006188451,756,16,12,26205.532074861803,13149.748798153763,0,High School,Employed,Married,Male,26-40,Group D,0.2613366678515236,Reject
LP-74817,User 64817,46401.6462253575,5912.1589573253295,591,217,6,30992.38667919016,34360.33094350412,2,Master,Unemployed,Married,Male,41-60,Group D,0.16908042264145426,Reject
LP-74818,User 64818,27375.866401887084,17523.016247534946,754,280,14,43759.174693404144,10492.467873212916,9,PhD,Self-Employed,Single,Female,26-40,Group D,0.049257072429832814,Reject
LP-74819,User 64819,48521.26804605622,1000.0,774,168,8,44908.85021050804,14443.712120713877,7,Bachelor,Unemployed,Married,Female,18-25,Group D,0.12055124125164071,Reject
LP-74820,User 64820,29154.785540615037,23698.58196952949,365,421,14,3299.5349651105316,0.0,0,Bachelor,Self-Employed,Divorced,Female,41-60,Group D,0.006733031651520731,Reject
LP-74821,User 64821,37190.01412329934,24961.182027704523,710,64,4,2592.0981887216803,27612.50081366247,9,Master,Unemployed,Single,Male,41-60,Group D,0.04340734084184507,Reject
LP-74822,User 64822,67599.19422634551,17220.487716012773,758,31,14,18228.02855053012,19833.036684204482,3,High School,Employed,Single,Female,26-40,Group B,0.1392660348405006,Reject
LP-74823,User 64823,43758.50172687524,19176.04682187588,799,89,2,20188.786650704744,28508.98182388172,1,High School,Employed,Single,Male,60+,Group D,0.13656065660892214,Reject
LP-74824,User 64824,67189.4176310857,3727.768881595701,444,223,9,20319.60959632921,704.2081012809304,4,Bachelor,Unemployed,Divorced,Female,26-40,Group A,0.09061272811742437,Reject
LP-74825,User 64825,46861.35217619923,28259.891843371144,427,345,13,41039.50645650889,0.0,5,PhD,Employed,Divorced,Female,26-40,Group D,0.01765953949870572,Reject
LP-74826,User 64826,30747.315628349137,12227.27966938378,702,312,10,35746.65058991045,16822.042632319648,2,High School,Employed,Single,Female,26-40,Group D,0.0854490975047145,Reject
LP-74827,User 64827,59598.10485384205,24715.434569158242,572,321,1,42018.429196430785,15314.748731504682,2,Bachelor,Employed,Divorced,Female,26-40,Group D,0.06486315741861386,Reject
LP-74828,User 64828,61203.22491394539,23359.57758985264,302,448,14,38924.05229215498,15142.601999498977,8,High School,Unemployed,Married,Female,18-25,Group D,0.010394099505637992,Reject
LP-74829,User 64829,25391.311403451677,1000.0,789,392,3,41066.035139000254,7402.47740544529,7,PhD,Unemployed,Divorced,Female,26-40,Group D,0.3134913468076998,Reject
LP-74830,User 64830,72714.59481287084,16824.091957778885,524,30,13,20411.643771841565,7467.4019047894835,3,Bachelor,Unemployed,Divorced,Male,41-60,Group B,0.09169125811259209,Reject
LP-74831,User 64831,80417.18872613146,21389.156608727357,418,439,1,19950.726824251007,12343.355590176026,2,Master,Employed,Divorced,Female,60+,Group D,0.07934471461930626,Reject
LP-74832,User 64832,62533.51263766843,15204.751133804399,372,461,4,13726.45349339781,15437.995642478763,4,Master,Self-Employed,Single,Male,26-40,Group D,0.09380555084251778,Reject
LP-74833,User 64833,51547.49296964772,11342.827875737014,504,208,5,38329.53368578854,23017.61143983265,1,High School,Self-Employed,Married,Male,41-60,Group C,0.0965228959333471,Reject
LP-74834,User 64834,90233.91006494532,4707.88508486496,529,411,4,39295.05591945773,0.0,2,PhD,Self-Employed,Single,Male,26-40,Group C,0.32562190566750415,Reject
LP-74835,User 64835,60781.102609345035,2472.7199472836437,454,440,8,40601.6436914419,2596.6104650126554,8,Master,Employed,Married,Male,26-40,Group C,0.2075862657246644,Reject
LP-74836,User 64836,53944.470053315985,18726.26935305066,648,30,8,30661.533672602487,11879.989183145382,5,Master,Self-Employed,Single,Female,41-60,Group D,0.05829510532186494,Reject
LP-74837,User 64837,83997.96411263711,14293.218939712424,817,115,3,19983.333250569733,1477.5331416742629,6,Bachelor,Employed,Married,Male,41-60,Group C,0.39694284048519474,Reject
LP-74838,User 64838,82053.37481308695,36043.794913218706,793,0,13,18241.96339896611,9494.548055422161,3,Bachelor,Employed,Married,Male,26-40,Group A,0.16778429998700545,Reject
LP-74839,User 64839,21216.506747788884,7703.416802578156,517,419,14,20956.72333943009,11552.196518969782,0,PhD,Unemployed,Divorced,Male,41-60,Group C,0.07386354978896534,Reject
LP-74840,User 64840,39916.59180839253,22355.205247941543,449,230,12,2417.5514640432157,5753.830375944025,1,Bachelor,Self-Employed,Married,Male,41-60,Group A,0.026364030321045957,Reject
LP-74841,User 64841,61713.32591787412,8066.207634123776,765,13,6,1000.0,6686.152728547529,2,Master,Unemployed,Married,Female,26-40,Group A,0.1788042071684489,Reject
LP-74842,User 64842,74546.99334914153,14858.421274599303,658,4,5,39035.01538042544,20239.361777630016,0,Bachelor,Self-Employed,Single,Male,18-25,Group B,0.0692298218062056,Reject
LP-74843,User 64843,26689.44735897526,1994.8615492608824,724,447,6,33094.62455363627,0.0,3,High School,Unemployed,Married,Male,26-40,Group D,0.36224159026802105,Reject
LP-74844,User 64844,68157.26446880371,32557.01654766964,815,286,4,52223.12850320933,21280.673010697756,8,High School,Self-Employed,Married,Female,41-60,Group D,0.15656518671446806,Reject
LP-74845,User 64845,41908.57424159763,1000.0,693,342,8,33215.013136806745,0.0,2,Master,Unemployed,Married,Female,18-25,Group D,0.10958325410413054,Reject
LP-74846,User 64846,64349.31539309463,19824.706989045604,440,90,7,46584.272876882555,11960.575868473645,7,High School,Unemployed,Single,Male,60+,Group C,0.052453021499579096,Reject
LP-74847,User 64847,38660.59951463315,23340.41761529174,477,17,8,20498.316845277543,3326.5497917660086,1,PhD,Employed,Divorced,Male,41-60,Group C,0.016838111807727898,Reject
LP-74848,User 64848,15000.0,22720.125183948992,684,261,11,19629.841815274318,17151.107066268407,5,PhD,Unemployed,Divorced,Male,60+,Group C,0.003678915736747823,Reject
LP-74849,User 64849,15000.0,31408.939252095937,805,37,12,25604.134692889023,19024.30888997642,3,Bachelor,Self-Employed,Single,Female,18-25,Group C,0.00021285609066076675,Reject
LP-74850,User 64850,27478.389084497354,15980.579582036124,775,268,5,29568.01678647091,7632.582998842516,2,PhD,Unemployed,Married,Female,41-60,Group D,0.06241076217209536,Reject
LP-74851,User 64851,38168.90125446758,21384.283724300738,598,434,13,50900.56382835562,5666.568901563518,7,PhD,Self-Employed,Married,Male,26-40,Group B,0.07554672322605277,Reject
LP-74852,User 64852,49856.327421390495,18147.524714815012,369,224,11,13302.722959437255,9897.375314126439,5,High School,Self-Employed,Married,Female,18-25,Group C,0.0082392214101603,Reject
LP-74853,User 64853,39648.196713072844,22395.343219557675,338,167,2,21882.302006422306,2626.275493109534,8,PhD,Self-Employed,Married,Female,60+,Group A,0.008323853955518747,Reject
LP-74854,User 64854,49052.54386602316,22542.984327950227,417,78,6,41365.05280385415,19940.56013225,6,PhD,Employed,Single,Male,41-60,Group D,0.02495958927590149,Reject
LP-74855,User 64855,40072.31657942871,1774.2358806511565,474,79,14,42865.443833035024,11314.714129464319,9,PhD,Self-Employed,Single,Female,26-40,Group B,0.0597044219940578,Reject
LP-74856,User 64856,49906.18833914437,18850.552795862302,656,433,6,50286.717646229714,1746.9708046608775,7,High School,Employed,Single,Male,26-40,Group B,0.17578890308171538,Reject
LP-74857,User 64857,68613.38514865667,24256.93662888254,362,340,2,1000.0,0.0,7,PhD,Self-Employed,Divorced,Female,26-40,Group A,0.03471107468999397,Reject
LP-74858,User 64858,49700.53942879495,18554.086211746937,787,148,9,22475.83605891783,27988.812546958703,2,Bachelor,Employed,Single,Female,26-40,Group B,0.11798166751094373,Reject
LP-74859,User 64859,60817.02214155115,14126.109763067552,726,91,4,49946.74258449333,12063.390814881774,5,PhD,Employed,Married,Male,26-40,Group D,0.20408452931568963,Reject
